	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
cichlid6779926	CopVir77	D20-F03	17.27	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779926/cichlid6779926.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779927	CopVir78	D20-F04	16.32	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779927/cichlid6779927.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779928	CopVir79	D20-F05	14.51	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779928/cichlid6779928.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779929	CopVir80	D20-F06	13.91	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779929/cichlid6779929.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779930	CopVir81	D20-F07	16.11	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779930/cichlid6779930.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779931	CopVir82	D20-F08	14.55	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779931/cichlid6779931.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779932	CopVir83	D20-F09	16.34	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779932/cichlid6779932.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779933	CopVir84	D20-F10	16.92	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779933/cichlid6779933.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779934	CopVir85	D20-G01	17.29	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779934/cichlid6779934.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779935	CopVir86	D20-G02	18.23	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779935/cichlid6779935.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779936	CopChr40	D20-H06	17.2	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779936/cichlid6779936.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779937	CopChr41	D20-H07	16.07	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779937/cichlid6779937.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779938	CopChr42	D20-H08	18.57	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779938/cichlid6779938.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779939	CopChr43	D20-H09	14.9	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779939/cichlid6779939.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779941	CopChr85	D20-I01	15.17	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779941/cichlid6779941.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779942	CopChr86	D20-I02	19.75	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779942/cichlid6779942.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid7020325	CopVir87	D20-I03	17.01	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020325/cichlid7020325.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020325/fAstCal1.2/cichlid7020325.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020326	CopVir88	D20-I04	17.26	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020326/cichlid7020326.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020326/fAstCal1.2/cichlid7020326.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020327	CopVir89	D20-I05	16.77	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020327/cichlid7020327.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020327/fAstCal1.2/cichlid7020327.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020328	CopVir90	D20-I06	13.69	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020328/cichlid7020328.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020328/fAstCal1.2/cichlid7020328.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020329	CopVir91	D20-I07	17.05	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020329/cichlid7020329.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020329/fAstCal1.2/cichlid7020329.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020330	CopVir92	D20-I08	16.11	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020330/cichlid7020330.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020330/fAstCal1.2/cichlid7020330.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020331	CopVir93	D20-I09	17.45	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020331/cichlid7020331.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020331/fAstCal1.2/cichlid7020331.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779943	CopVir94	D20-J04	16.37	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779943/cichlid6779943.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020332	OtoTet7	D21-B01	20.01	1.0		Otopharynx	tetrastigma	1.0	1.0	1.0	M	Shallow	Lake_Malombe		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020332/fAstCal1.2/cichlid7020332.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Otopharynx_tetrastigma
cichlid6779946	CopChr44	D21-B06	16.85	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779946/cichlid6779946.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779947	CopChr45	D21-B08	18.23	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779947/cichlid6779947.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779948	CopChr46	D21-B10	15.92	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779948/cichlid6779948.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779949	CopChr47	D21-C01	16.21	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779949/cichlid6779949.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779950	CopChr48	D21-C03	16.81	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779950/cichlid6779950.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779951	CopChr49	D21-C04	16.22	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779951/cichlid6779951.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779952	CopChr50	D21-C05	16.28	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779952/cichlid6779952.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779953	CopChr51	D21-C06	15.81	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779953/cichlid6779953.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779954	CopChr52	D21-C08	16.7	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779954/cichlid6779954.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779955	CopChr53	D21-C09	13.65	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779955/cichlid6779955.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779956	CopChr54	D21-C10	16.48	1.0		Copadichromis	chrysonotus	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger	confirmed F	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779956/cichlid6779956.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0			Copadichromis_chrysonotus
cichlid6779957	CopVir97	D21-E01	17.05	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779957/cichlid6779957.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779958	CopVir98	D21-E02	18.77	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779958/cichlid6779958.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779959	CopVir99	D21-E03	18.06	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779959/cichlid6779959.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779961	CopVir100	D21-E05	17.15	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	F	Utaka	Lake_Malombe		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779961/cichlid6779961.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020333	TraInt2	D21-F02	16.07	1.0		Tramitichromis	intermedius	1.0	1.0	1.0	M	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020333/fAstCal1.2/cichlid7020333.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tramitichromis_intermedius
cichlid7020334	PseLiv2	D21-H02	18.6	1.0		Pseudotropheus	lanisticola	1.0	1.0	1.0	U	Mbuna	Lake_Malombe		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020334/fAstCal1.2/cichlid7020334.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:livingstonii;		Pseudotropheus_lanisticola
cichlid6978772	CopTri2	D21-J01	13.8	1.0		Copadichromis	pleurostigma	1.0	1.0	1.0	U	Utaka	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978772/fAstCal1.2/cichlid6978772.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:trimaculatus;		Copadichromis_pleurostigma
cichlid7020335	CopOra1	D21-J02	17.1	1.0		Copadichromis	sp-orange-fins	1.0	1.0	1.0	U	Utaka	Southwest_arm	Msaka	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020335/fAstCal1.2/cichlid7020335.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-orange-and-no-spot;		Copadichromis_sp-orange-fins
cichlid7020336	StiUnk1	D21-J03	15.83	1.0		Stigmatochromis	macrorhynchos	1.0	1.0	1.0	U	Shallow	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020336/fAstCal1.2/cichlid7020336.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Stigmatochromis_macrorhynchos
cichlid6779973	CopVir101	D22-A10	17.57	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779973/cichlid6779973.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779974	CopVir102	D22-B01	16.67	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779974/cichlid6779974.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779975	CopVir103	D22-B02	17.62	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779975/cichlid6779975.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779976	CopVir104	D22-B03	17.62	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779976/cichlid6779976.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779977	CopVir105	D22-B04	18.79	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779977/cichlid6779977.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779978	CopVir106	D22-B05	18.02	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779978/cichlid6779978.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779979	CopVir107	D22-B06	15.33	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779979/cichlid6779979.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779980	CopVir108	D22-B07	15.29	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779980/cichlid6779980.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
